,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,Alcohol,Amphet,Benzos,Cannabis,Coke,Crack,Ecstasy,Heroin,Ketamine,Drug_Use,EDU_18,EDU_Some_college,EDU_Cert,EDU_Uni,EDU_Mas,EDU_Doc,Age25_34,Age35_44,Age45_54,Age55_64,Age65_,Gender
919,-1.1943,-1.37639,-0.71727,-1.21213,-1.13788,0.19268,-0.21575,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
920,1.23461,-1.23177,-2.39883,-1.07533,-0.78155,1.29221,-0.21575,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1
921,1.02119,-1.50796,0.29338000000000003,0.13136,-0.89891,0.52975,0.07987000000000001,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
922,-0.79151,1.2861,0.58331,1.11406,-0.65253,-0.21712,0.7654,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
923,0.22393,-1.23177,0.8830899999999999,-0.7609600000000001,-0.27607,-0.21712,0.7654,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
924,-0.58016,1.45421,1.6565299999999998,1.6110799999999998,0.5848899999999999,0.19268,1.2247,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
925,-0.24649,0.96248,0.7233,0.28783000000000003,-0.27607,0.52975,0.07987000000000001,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
926,-0.67825,-0.69509,-0.58331,0.13136,-0.65253,-1.37983,-0.8463700000000001,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
927,0.73545,-0.69509,1.24033,0.94156,0.41594,0.52975,0.7654,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
928,1.13281,-1.92173,-0.01928,1.11406,-0.78155,-0.21712,1.92173,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
929,-0.24649,0.0033200000000000005,1.06238,0.59042,2.04506,-0.71126,-0.52593,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
930,-1.32828,1.11406,1.24033,0.28783000000000003,-0.78155,1.86203,1.92173,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
931,2.28554,-0.69509,0.29338000000000003,0.13136,-0.78155,0.52975,0.7654,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
932,0.41667,1.2861,1.06238,-0.01729,-0.40581,0.52975,0.07987000000000001,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
933,-0.05188,0.32197,0.58331,0.59042,-0.89891,0.88113,1.2247,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
934,0.31287,0.32197,-0.01928,-0.60633,0.7583,-0.71126,0.40148,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
935,0.41667,-0.43999,1.06238,-1.47955,-0.14277,-0.21712,0.7654,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
936,0.91093,1.2861,1.06238,-0.7609600000000001,1.46191,0.19268,0.40148,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
937,-0.46725,2.32338,2.44904,1.2861,1.3061200000000002,-0.21712,0.40148,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
938,1.60383,-0.80615,0.58331,0.43852,-1.13788,0.88113,0.7654,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
939,1.02119,-0.30033000000000004,0.44585,0.7609600000000001,-1.25773,1.29221,0.7654,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
940,-0.34799,-1.09207,-0.58331,1.45039,-0.89891,-0.71126,-1.5485799999999998,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
941,-0.67825,-0.30033000000000004,-1.11902,-0.7609600000000001,-1.5184,0.88113,-0.21575,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
942,2.127,-1.37639,0.14143,-0.30172,-1.64101,1.29221,-0.21575,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
943,0.41667,0.0033200000000000005,-2.39883,-0.30172,0.7583,-1.37983,-2.07848,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
944,1.60383,-1.7625,-0.01928,0.13136,-1.5184,0.88113,-0.52593,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
945,0.62967,0.0033200000000000005,0.44585,-0.4532100000000001,-0.65253,-0.21712,0.40148,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
946,-1.1943,0.32197,1.88511,0.59042,-0.14277,2.90161,1.92173,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
947,0.41667,0.16767,0.29338000000000003,-0.30172,-0.27607,1.86203,0.7654,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
948,1.02119,-0.94779,-0.01928,-0.30172,-1.64101,0.52975,0.7654,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
949,1.37297,-0.80615,-0.31776,-0.15487,-0.78155,-0.71126,-1.18084,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
950,1.8399,-0.57545,-0.01928,-1.47955,-2.90161,1.86203,1.2247,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
951,-1.1943,-0.57545,-0.58331,0.13136,0.41594,-0.71126,-0.8463700000000001,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
952,-1.43907,-0.30033000000000004,0.14143,1.2861,1.3061200000000002,-0.71126,-1.18084,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
953,-0.24649,1.58487,-0.01928,-1.21213,2.04506,-0.21712,0.7654,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
954,0.04257,0.16767,1.43533,1.11406,-0.65253,0.52975,-0.52593,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
955,-0.05188,-0.69509,0.7233,2.03972,-0.40581,-0.21712,-0.21575,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
956,0.31287,0.96248,1.06238,0.28783000000000003,-0.27607,1.86203,1.92173,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
957,-0.34799,0.32197,1.88511,0.7609600000000001,-1.13788,0.88113,0.40148,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
958,0.62967,-1.92173,-0.01928,0.13136,-0.00665,0.19268,1.2247,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
959,-0.92104,1.2861,-0.45174,0.7609600000000001,0.25953000000000004,-0.21712,0.40148,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
960,-1.1943,0.0033200000000000005,0.7233,0.43852,-0.27607,0.19268,0.40148,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
961,-0.92104,1.11406,-0.01928,0.28783000000000003,0.41594,0.19268,1.2247,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
962,-0.58016,0.32197,0.58331,1.11406,0.25953000000000004,-0.71126,-0.52593,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
963,-0.24649,0.16767,1.88511,1.45039,-0.40581,1.29221,1.2247,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
964,-1.5507799999999998,1.2861,1.06238,-1.47955,0.93949,-0.21712,0.7654,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
965,-1.86962,1.2861,0.58331,1.11406,0.7583,0.52975,0.07987000000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
966,0.22393,0.0033200000000000005,-0.17779,-0.60633,-0.52745,0.88113,0.7654,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
967,0.41667,-1.6334,0.58331,-1.07533,0.93949,-0.21712,0.40148,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1
968,1.49158,-1.23177,-1.11902,0.13136,-0.52745,-0.71126,0.40148,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
969,-1.86962,2.127,1.24033,1.45039,0.5848899999999999,-0.71126,1.92173,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
970,1.23461,0.0033200000000000005,1.06238,-1.21213,-0.78155,0.52975,1.92173,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
971,-2.21844,0.0033200000000000005,0.58331,0.7609600000000001,0.7583,0.52975,-0.52593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
972,-0.58016,1.11406,0.7233,0.59042,-0.00665,-0.21712,-0.52593,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
973,-0.58016,1.45421,-1.2755299999999998,1.6110799999999998,-0.40581,1.29221,1.2247,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
974,1.23461,-1.09207,-0.45174,-0.15487,0.7583,-0.71126,-0.21575,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
975,0.62967,0.16767,0.7233,-0.60633,-0.27607,-0.71126,-0.8463700000000001,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
976,0.41667,-0.15487,0.14143,-0.7609600000000001,0.41594,-0.21712,0.07987000000000001,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
977,1.02119,1.11406,-1.11902,-0.91699,-1.0145,0.88113,1.2247,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
978,0.62967,-0.15487,1.88511,-1.7719999999999998,1.13407,0.52975,1.2247,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
979,-0.14882,-0.15487,1.24033,0.94156,-0.14277,0.88113,1.92173,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
980,-0.14882,0.32197,1.24033,-0.4532100000000001,-0.89891,0.52975,1.2247,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
981,0.73545,-0.80615,-0.71727,-0.4532100000000001,0.25953000000000004,0.88113,0.07987000000000001,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
982,1.72012,0.63779,0.44585,-1.34289,-2.18109,1.29221,1.2247,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
983,1.02119,-1.50796,0.44585,-0.01729,-0.89891,-0.71126,0.07987000000000001,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
984,-0.79151,0.0033200000000000005,0.14143,-1.07533,-0.27607,1.29221,1.2247,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
985,1.72012,-0.57545,1.6565299999999998,0.13136,-0.40581,0.88113,1.2247,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
986,0.31287,1.74091,0.29338000000000003,-0.7609600000000001,-1.7816900000000002,1.86203,1.92173,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
987,-0.79151,0.32197,0.58331,0.13136,-0.00665,-0.21712,-0.21575,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
988,-1.1943,0.80523,1.43533,2.23427,1.13407,-0.21712,0.40148,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1
989,0.52135,0.80523,0.7233,0.94156,-0.78155,0.52975,1.2247,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
990,-0.79151,-0.30033000000000004,-0.31776,-0.91699,-0.14277,0.52975,0.7654,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
991,-0.79151,0.96248,-0.45174,0.43852,0.7583,0.88113,0.7654,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
992,1.13281,-0.30033000000000004,0.8830899999999999,-0.60633,0.93949,-0.21712,0.07987000000000001,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
993,-1.05308,0.80523,-0.31776,-0.15487,0.93949,-0.21712,-0.52593,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
994,-0.67825,0.47617,-0.17779,0.13136,1.46191,-0.71126,-1.18084,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1
995,1.23461,-1.09207,-0.31776,-0.15487,-0.65253,1.29221,0.7654,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
996,-0.05188,0.96248,-1.2755299999999998,-2.35413,-0.89891,1.29221,1.92173,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
997,-0.34799,0.16767,0.14143,0.43852,0.7583,-1.37983,-1.18084,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
998,2.127,-1.7625,-0.31776,-1.47955,0.25953000000000004,-1.37983,-0.52593,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
999,1.8399,-2.21069,-1.11902,-0.4532100000000001,-3.46436,-0.21712,-1.18084,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
1000,0.82562,-1.50796,-1.82919,-0.01729,-1.64101,1.29221,1.2247,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1001,1.8399,-0.94779,0.8830899999999999,0.13136,-0.89891,-0.71126,-0.52593,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1002,-0.05188,0.16767,1.6565299999999998,0.94156,-0.00665,0.19268,0.40148,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1003,0.62967,-1.23177,-0.58331,-0.4532100000000001,-1.13788,-0.21712,-0.21575,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
1004,1.23461,0.96248,0.44585,-0.30172,-0.27607,0.52975,0.40148,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1005,-0.67825,0.0033200000000000005,-0.01928,-0.01729,0.41594,-2.55524,-0.52593,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
1006,-0.58016,1.45421,1.88511,1.2861,-0.78155,0.19268,1.92173,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1007,1.8399,-1.23177,0.44585,-0.7609600000000001,-1.38502,0.19268,-1.18084,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1008,0.62967,0.32197,0.14143,0.13136,-0.14277,0.19268,0.7654,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
1009,-0.79151,2.127,0.8830899999999999,0.43852,-0.65253,1.86203,1.92173,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1
1010,-1.1943,0.63779,2.44904,0.7609600000000001,1.3061200000000002,-1.37983,0.07987000000000001,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
1011,-2.21844,2.57309,1.88511,0.13136,1.63088,0.19268,0.7654,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1012,0.31287,-2.5383,-0.8473200000000001,-1.6209,-2.57309,0.88113,0.07987000000000001,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1
1013,-0.34799,-1.23177,-0.97631,0.43852,1.13407,-0.71126,-2.07848,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1014,0.22393,1.58487,0.29338000000000003,-1.47955,-0.00665,-0.21712,0.7654,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1
1015,0.91093,-1.37639,-1.42424,-0.4532100000000001,-0.78155,0.19268,-2.07848,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1016,0.13606,-0.94779,1.06238,-1.92595,0.7583,-0.21712,-0.52593,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1017,2.127,-2.72827,-1.11902,-0.4532100000000001,-2.4231700000000003,-0.71126,-0.8463700000000001,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1018,1.37297,-0.15487,1.6565299999999998,-0.91699,-0.40581,-0.21712,0.07987000000000001,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1019,-0.67825,-0.30033000000000004,1.06238,-1.07533,-2.4231700000000003,1.29221,0.7654,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1020,0.31287,-1.09207,0.44585,0.59042,-0.65253,0.88113,0.07987000000000001,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1021,-1.1943,-0.94779,-0.71727,-0.30172,-0.40581,-0.21712,-0.52593,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1022,0.13606,0.32197,0.44585,-0.91699,-0.00665,0.19268,0.40148,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1
1023,0.62967,0.32197,-0.45174,-0.01729,0.5848899999999999,1.29221,1.2247,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1024,-0.34799,0.80523,0.58331,0.59042,1.3061200000000002,-0.21712,1.92173,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1025,0.52135,-0.94779,-0.8473200000000001,-1.07533,-0.40581,-0.21712,0.40148,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1026,-0.67825,0.32197,0.58331,1.11406,-0.00665,0.19268,0.7654,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1027,0.22393,-1.37639,-0.17779,-1.07533,-1.38502,1.29221,0.40148,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1028,0.22393,-0.69509,0.14143,-0.60633,-0.27607,0.19268,0.40148,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1029,1.23461,-0.57545,0.44585,-0.60633,-1.0145,0.52975,1.92173,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1030,0.52135,0.47617,1.88511,-0.01729,-0.52745,0.52975,0.7654,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
1031,0.52135,0.80523,0.8830899999999999,-0.15487,-0.27607,1.29221,1.2247,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1032,-2.05048,0.47617,0.58331,0.59042,0.7583,-1.37983,-0.8463700000000001,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1033,1.23461,-1.50796,-0.01928,2.75696,-0.78155,-0.21712,-2.07848,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1034,0.22393,-0.80615,0.7233,2.23427,1.13407,0.52975,1.2247,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1035,0.73545,-0.15487,0.58331,-0.7609600000000001,0.41594,-0.71126,0.07987000000000001,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1036,0.62967,-0.15487,-1.97495,-0.15487,-1.0145,0.88113,0.40148,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1037,0.22393,-2.11437,-2.09015,-1.34289,-1.38502,1.86203,0.7654,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1038,1.02119,-0.57545,0.14143,0.94156,-0.52745,0.88113,-0.21575,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1
1039,0.91093,-0.43999,-1.42424,0.7609600000000001,-0.65253,-1.37983,-0.52593,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1040,0.73545,1.2861,1.43533,0.94156,-0.89891,1.29221,1.2247,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
1041,1.37297,1.2861,1.88511,-2.5383,-1.25773,1.29221,1.2247,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1042,1.23461,-1.23177,0.44585,-0.01729,0.25953000000000004,-1.37983,-1.5485799999999998,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
1043,-1.43907,2.57309,0.44585,-0.7609600000000001,0.5848899999999999,0.88113,1.92173,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1044,-1.1943,0.63779,-0.01928,0.28783000000000003,-0.52745,-0.21712,-0.52593,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1045,1.02119,0.47617,1.43533,1.6110799999999998,-0.65253,0.88113,0.7654,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1046,-1.5507799999999998,-0.15487,0.7233,-1.92595,0.25953000000000004,0.19268,1.2247,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
1047,-0.67825,-0.43999,-0.97631,-0.30172,-0.27607,-0.21712,-0.21575,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1048,1.23461,-0.57545,-1.55521,-1.92595,-2.04506,1.29221,1.92173,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1049,0.41667,-0.57545,0.44585,-0.30172,-0.40581,-0.21712,-0.21575,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1050,-0.79151,1.2861,1.6565299999999998,-0.60633,0.5848899999999999,0.19268,0.40148,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
1051,0.22393,-0.15487,0.7233,0.59042,1.46191,-1.37983,-1.18084,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1052,0.31287,-1.23177,-1.11902,-1.7719999999999998,-1.38502,0.19268,0.40148,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
1053,0.73545,-1.09207,-1.2755299999999998,-0.4532100000000001,-0.40581,0.52975,0.40148,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1054,-0.58016,-0.15487,0.7233,0.94156,-0.27607,-0.71126,0.40148,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1055,-0.58016,0.0033200000000000005,1.6565299999999998,0.59042,0.93949,-1.37983,-0.52593,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1056,-0.24649,0.63779,-1.42424,0.13136,0.7583,1.29221,0.07987000000000001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1057,1.23461,1.93886,1.6565299999999998,-0.15487,-0.52745,1.29221,1.2247,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1058,-1.69163,-0.15487,0.8830899999999999,-1.47955,0.41594,-0.21712,0.07987000000000001,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1059,-0.67825,0.63779,1.6565299999999998,0.59042,0.5848899999999999,-0.21712,1.2247,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
1060,-3.15735,0.47617,1.24033,1.11406,-1.13788,0.88113,0.7654,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1061,1.23461,-0.69509,0.58331,0.28783000000000003,1.63088,-1.37983,-1.5485799999999998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1062,-0.58016,-0.69509,-2.39883,-0.30172,-0.27607,-2.55524,-1.18084,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1063,-1.69163,0.96248,-0.01928,-0.01729,-0.89891,0.88113,0.07987000000000001,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1064,-0.92104,0.0033200000000000005,1.06238,2.03972,2.04506,-1.37983,-0.21575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1065,-0.05188,-1.37639,-0.45174,-0.15487,1.3061200000000002,-0.21712,-1.18084,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1066,0.41667,0.0033200000000000005,0.29338000000000003,-0.60633,0.12331,0.88113,0.07987000000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1067,-0.46725,-0.43999,1.06238,0.13136,-1.38502,-0.21712,0.7654,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1068,1.60383,-1.50796,-0.17779,0.28783000000000003,-0.40581,-0.71126,-1.5485799999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1069,-0.67825,0.32197,-0.01928,-0.30172,1.46191,-1.37983,-1.5485799999999998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1070,0.31287,-0.69509,-0.45174,-0.4532100000000001,-0.14277,0.19268,0.7654,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1071,-0.92104,-0.57545,0.7233,1.2861,-0.27607,-0.71126,-0.21575,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1072,0.41667,0.0033200000000000005,-0.97631,0.13136,-0.14277,-1.37983,-1.18084,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1073,1.8399,-1.92173,1.88511,-0.91699,0.25953000000000004,0.19268,1.92173,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1074,-1.5507799999999998,0.96248,-0.31776,-0.4532100000000001,0.25953000000000004,-0.21712,-1.5485799999999998,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
